,property_type,sector,price,bedRoom,bathroom,balcony,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,furnishing_type,luxury_cat,floorNum_cat
2096,house,sector 109,5.7,4,4,3+,Relatively New,,5400.0,,1,1,unfurnished,medium,medium
2097,house,sector 25,9.5,9,9,3+,Old Property,,2844.0,,0,0,unfurnished,medium,low
2098,flat,sector 81,0.96,2,2,2,Under Construction,,,1075.0,0,0,unfurnished,low,low
2099,flat,sector 81,2.35,3,4,3+,Relatively New,2092.0,,1100.0,0,1,unfurnished,medium,high
2100,flat,sector 61,2.2,3,3,2,New Property,,,1549.0,0,0,unfurnished,high,medium
2101,house,sector 48,5.15,5,7,3,Moderately Old,,302.0,300.0,0,1,semi_furnished,medium,low
2102,flat,sector 61,1.65,2,2,2,Under Construction,,,1200.0,1,0,unfurnished,low,low
2103,flat,sector 33,1.35,3,4,2,Moderately Old,1545.0,,,0,1,unfurnished,low,medium
2104,flat,sector 37d,0.5,3,3,2,Under Construction,,,700.0,0,0,unfurnished,low,low
2105,house,sector 70a,6.0,5,4,3,New Property,,2700.0,,1,0,unfurnished,low,low
2106,flat,sector 109,2.1,3,4,3+,Relatively New,2585.0,2100.0,,0,1,semi_furnished,high,high
2107,flat,sector 70,1.1,3,2,2,,,1350.0,1080.0,0,0,unfurnished,low,medium
2108,flat,sector 4,0.43,2,2,1,Relatively New,,,650.0,0,0,unfurnished,low,low
2109,flat,manesar,1.25,4,4,3+,Moderately Old,,,2651.0,0,0,semi_furnished,low,medium
2110,flat,sector 84,0.85,2,2,3,New Property,1350.0,,,1,0,unfurnished,low,medium
2111,flat,sector 89,1.6,3,3,3,New Property,1960.0,,,0,0,unfurnished,medium,medium
2112,flat,sector 82a,2.6,4,4,3+,Relatively New,2273.0,,1340.0,0,0,unfurnished,low,low
2113,flat,sector 83,1.4,4,4,3,Relatively New,,,1950.0,0,1,unfurnished,low,medium
2114,flat,sector 67,2.78,3,3,3+,Relatively New,2047.0,,,0,0,semi_furnished,high,medium
2115,flat,sector 2,0.56,1,1,2,Moderately Old,,,650.0,0,0,unfurnished,medium,medium
2116,flat,sector 33,2.5,3,3,2,,,,1884.0,0,0,unfurnished,medium,low
2117,flat,sector 77,2.1,3,4,3+,New Property,2000.0,1600.0,1500.0,0,1,semi_furnished,medium,high
2118,house,sector 56,2.95,2,2,2,Moderately Old,,1000.0,,0,0,unfurnished,low,low
2119,flat,sector 56,1.7,3,3,3,Moderately Old,,2200.0,1610.0,1,0,unfurnished,low,medium
2120,flat,sector 65,2.6,3,3,3+,,,,1650.0,0,0,unfurnished,low,low
2121,flat,sector 37,0.7,2,3,3+,Under Construction,1435.0,,,1,0,unfurnished,medium,high
2122,house,sector 25,10.85,6,6,1,Relatively New,,2844.0,,0,0,semi_furnished,medium,low
2123,flat,manesar,1.0,3,4,0,New Property,,2480.0,,0,0,unfurnished,low,low
2124,house,sector 4,0.55,2,1,1,Moderately Old,,75.0,,0,0,unfurnished,low,low
2125,house,sector 31,3.69,4,4,2,Moderately Old,,1557.0,,1,1,semi_furnished,medium,low
2126,flat,sector 85,2.0,3,4,3,Relatively New,2408.0,,,0,1,unfurnished,low,medium
2127,flat,sector 106,1.17,3,4,3+,Relatively New,1760.0,1186.0,1130.0,0,1,unfurnished,low,high
2128,house,sector 12,1.5,5,5,2,Old Property,,1350.0,,0,0,unfurnished,low,low
2129,flat,sector 70a,1.25,2,2,3,,,,1262.0,0,0,unfurnished,low,high
2130,flat,sector 67,1.2,3,3,2,,,,180.0,0,0,unfurnished,low,low
2131,flat,sector 81,0.9,2,2,3,New Property,1360.0,,,0,0,unfurnished,medium,medium
2132,flat,sector 65,1.7,3,3,3,Relatively New,1395.0,,809.0,1,0,semi_furnished,medium,medium
2133,flat,sector 50,2.65,3,3,3+,Moderately Old,2605.0,2491.0,2350.0,0,1,unfurnished,high,low
2134,flat,sohna road,1.05,2,2,3,New Property,1940.0,1175.97,834.96,1,0,unfurnished,low,low
2135,flat,sector 60,3.7,4,5,3,Relatively New,2800.0,,,0,1,semi_furnished,high,medium
2136,house,sector 57,3.49,4,4,2,Moderately Old,,1728.0,,1,1,semi_furnished,low,low
2137,flat,sector 37d,1.65,3,3,2,Relatively New,1877.0,,,0,0,unfurnished,medium,high
2138,flat,sector 68,1.8,3,3,3+,Relatively New,1950.0,1845.0,1530.0,0,0,semi_furnished,medium,high
2139,flat,sector 107,0.8,2,2,3+,Relatively New,1366.0,,1055.0,0,0,semi_furnished,high,medium
2140,house,sector 12,1.7,1,1,2,,,,1800.0,0,0,unfurnished,low,low
2141,flat,sohna road,0.27,2,2,2,Relatively New,,619.0,,0,0,unfurnished,low,medium
2142,house,sector 8,0.45,1,1,1,,,,500.0,0,0,unfurnished,low,low
2143,flat,sector 106,0.87,2,2,3+,New Property,1385.0,1120.0,940.0,0,0,unfurnished,high,low
2144,flat,sector 107,0.88,2,2,3+,Relatively New,1366.0,,,0,0,unfurnished,medium,low
2145,flat,sector 67a,1.85,4,4,0,,,,2300.0,0,0,unfurnished,low,medium
2146,flat,sector 61,2.04,3,3,3+,Moderately Old,1795.0,1595.0,1395.0,0,1,semi_furnished,high,high
2147,house,sector 11,2.1,2,6,3+,Relatively New,,1215.0,,0,0,unfurnished,low,low
2148,flat,sector 81,2.25,3,3,3+,Relatively New,2132.0,,,0,1,furnished,high,high
2149,flat,sector 58,2.2,2,2,2,Relatively New,1375.0,,,0,0,unfurnished,low,medium
2150,flat,sector 71,0.39,1,1,2,New Property,325.0,,,0,0,unfurnished,low,low
2151,flat,sector 24,5.8,3,4,3+,Old Property,,3700.0,,1,1,furnished,medium,medium
2152,flat,sector 81,0.95,2,2,2,Relatively New,1360.0,1150.0,894.0,0,0,semi_furnished,high,high
2153,flat,sector 90,0.7,2,3,2,Relatively New,,,1352.0,1,0,semi_furnished,low,medium
2154,flat,sector 37,1.27,3,3,3,Relatively New,1763.0,,1410.0,1,0,unfurnished,low,low
2155,flat,sector 89,0.95,2,2,2,Under Construction,1067.0,,578.0,1,0,unfurnished,medium,low
2156,flat,sector 108,1.25,3,2,0,Relatively New,2200.0,,,0,0,semi_furnished,medium,low
2157,flat,sector 82a,2.85,4,4,3+,New Property,2606.0,,1800.0,0,1,furnished,high,low
2158,house,sector 48,7.25,3,4,2,Moderately Old,,2592.0,,1,1,semi_furnished,medium,low
2159,flat,sohna road,0.75,3,2,3+,New Property,,,1081.0,0,0,unfurnished,medium,medium
2160,flat,sector 103,2.14,4,6,3+,Relatively New,2875.0,,2550.0,0,1,unfurnished,medium,medium
2161,flat,sector 33,1.07,2,2,2,Under Construction,1385.0,,,0,0,unfurnished,medium,high
2162,flat,sector 85,2.6,3,3,3,Under Construction,,2129.0,,0,1,unfurnished,low,high
2163,house,sector 112,9.5,5,5,3,Relatively New,,7450.0,,0,1,unfurnished,low,low
2164,house,sector 4,1.1,4,4,3+,Old Property,,1800.0,,0,0,unfurnished,low,low
2165,flat,sector 107,1.3,3,3,3,Relatively New,1943.0,,1202.0,0,0,unfurnished,medium,medium
2166,flat,manesar,0.91,3,3,3+,Moderately Old,2588.0,1900.0,,0,1,unfurnished,low,medium
2167,flat,sector 106,1.14,3,4,3,Relatively New,1900.0,1305.0,1173.0,1,1,unfurnished,low,medium
2168,house,sector 9,0.6,2,2,1,Moderately Old,,558.0,,0,0,unfurnished,low,low
2169,house,sector 104,0.6,4,3,1,Moderately Old,,1170.0,,0,0,unfurnished,low,low
2170,flat,sector 95,0.17,1,1,1,Relatively New,,,3212.0,0,0,unfurnished,medium,high
2171,flat,sector 28,3.0,3,5,3+,Old Property,2862.0,,,0,0,unfurnished,low,medium
2172,flat,sector 85,1.31,2,2,2,Relatively New,,,1640.0,0,1,unfurnished,medium,medium
2173,flat,sector 99,3.2,4,4,0,Under Construction,,3225.0,,0,0,unfurnished,low,medium
2174,flat,sector 106,1.0,2,2,3+,New Property,1385.0,940.0,845.0,0,0,semi_furnished,low,low
2175,flat,sector 68,1.85,3,3,3+,Under Construction,1987.0,,,0,0,unfurnished,low,high
2176,flat,sector 103,0.8,2,2,0,,,1450.0,,0,0,unfurnished,medium,medium
2177,flat,sector 81,0.39,2,2,2,Relatively New,,,600.0,0,0,unfurnished,low,medium
2178,house,sector 49,4.45,6,6,3,Moderately Old,,2880.0,,1,1,furnished,high,low
2179,flat,sector 107,0.5,3,2,2,Relatively New,,,645.0,0,0,unfurnished,low,medium
2180,house,sector 55,1.45,1,4,3+,Relatively New,,60.0,,0,0,unfurnished,medium,medium
2181,flat,sohna road,0.5,2,2,2,New Property,,,531.521382,0,0,unfurnished,low,medium
2182,flat,sector 30,3.55,3,5,3+,Old Property,2368.0,2367.0,2000.0,0,1,semi_furnished,medium,high
2183,house,sector 33,8.0,4,4,3+,Old Property,,7000.0,,1,1,unfurnished,medium,low
2184,house,sector 4,4.12,2,1,3+,Moderately Old,,4635.0,,0,0,unfurnished,low,
2185,house,sector 92,2.75,4,4,3+,Relatively New,,5000.0,,1,0,unfurnished,low,low
2186,flat,sector 92,1.1,4,3,2,New Property,,,1600.0,0,0,unfurnished,low,high
2187,flat,sector 92,1.6,3,3,3,Relatively New,2120.0,,1450.0,0,1,semi_furnished,medium,medium
2188,house,sector 89,1.25,3,3,2,Under Construction,,1423.0,,1,0,unfurnished,low,low
2189,flat,sector 84,1.1,3,3,2,Relatively New,1750.0,,,0,0,unfurnished,medium,medium
2190,flat,sector 91,0.89,2,2,3+,Relatively New,1404.0,,1200.0,0,0,semi_furnished,low,medium
2191,flat,sector 66,3.4,3,4,3,Relatively New,2200.0,,,0,1,semi_furnished,medium,medium
2192,flat,sector 28,1.91,2,2,2,New Property,,,1150.0,0,0,furnished,medium,high
2193,house,sector 17,3.0,4,4,0,,,,2700.0,0,0,unfurnished,low,low
2194,house,sector 14,5.51,3,3,2,Moderately Old,,3249.0,,0,0,unfurnished,low,medium
2195,flat,sector 103,1.69,3,3,3+,Relatively New,1845.0,,,0,0,unfurnished,low,medium
2196,flat,sector 50,2.75,3,3,3,Moderately Old,2605.0,2400.0,2200.0,0,1,unfurnished,medium,low
2197,house,sector 50,10.3,5,6,3+,Moderately Old,,3240.0,,1,1,semi_furnished,high,low
2198,flat,sector 95,0.56,2,2,3,New Property,990.0,,,0,0,unfurnished,low,high
2199,flat,sector 40,1.5,1,1,0,,,300.0,,0,0,unfurnished,low,low
2200,flat,sector 33,1.27,2,2,3+,Under Construction,1383.0,,,0,0,unfurnished,low,medium
2201,flat,sector 103,1.25,3,4,3,Under Construction,,,1811.0,1,1,unfurnished,medium,high
2202,flat,sector 66,4.5,5,5,3+,New Property,3670.0,,,0,1,unfurnished,medium,high
2203,flat,sector 21,1.4,5,4,2,Moderately Old,2400.0,,,0,0,unfurnished,low,low
2204,flat,sector 90,0.4,2,2,1,New Property,626.0,,526.0,0,0,unfurnished,low,medium
2205,flat,sector 28,1.0,1,1,1,Old Property,1100.0,,,1,0,semi_furnished,medium,low
2206,flat,sector 69,3.25,4,5,3+,Relatively New,3216.0,,,0,0,unfurnished,low,high
2207,flat,sector 89,1.3,3,3,2,New Property,,,1423.0,1,0,unfurnished,low,low
2208,flat,sector 56,1.74,3,3,3+,Old Property,2450.0,2400.0,2300.0,0,1,semi_furnished,medium,low
2209,flat,sector 3,0.55,2,2,2,Old Property,950.0,900.0,744.0,0,0,unfurnished,medium,low
2210,flat,sector 85,1.3,2,2,3,Under Construction,1400.0,,894.0,0,0,unfurnished,medium,high
2211,house,sector 17,0.29,2,1,0,Old Property,,891.0,,0,0,unfurnished,low,low
2212,house,sohna road,0.5,2,4,3,Relatively New,,725.0,675.0,0,0,unfurnished,low,low
2213,house,sector 41,7.25,9,8,3,Old Property,,2475.0,,0,1,semi_furnished,medium,medium
2214,house,sector 61,2.01,3,3,3,Under Construction,,1549.0,,0,0,unfurnished,medium,medium
2215,flat,sector 49,1.79,3,3,3,Old Property,,,1400.0,0,1,unfurnished,low,medium
2216,flat,sector 37d,1.2,3,3,3,Relatively New,,,900.0,0,0,unfurnished,low,medium
2217,house,sector 108,1.7,4,4,3+,,,3000.0,2600.0,0,0,unfurnished,low,low
2218,flat,sector 70a,1.6,2,2,2,Moderately Old,1565.0,,,0,0,unfurnished,medium,high
2219,flat,sector 92,0.9,3,2,3,Relatively New,1370.0,,,0,0,unfurnished,medium,high
2220,flat,sector 109,1.9,4,4,3,Relatively New,3055.0,,,0,1,unfurnished,high,medium
2221,flat,sector 102,1.9,3,3,3+,Relatively New,,,1889.0,1,0,unfurnished,low,medium
2222,flat,sector 86,1.25,3,4,3,Relatively New,1480.0,,,1,0,unfurnished,low,low
2223,flat,sector 81,4.45,4,4,3+,Relatively New,4200.0,3850.0,3600.0,1,1,semi_furnished,low,medium
2224,flat,sector 63,7.9,4,4,3+,Under Construction,,3950.0,2900.0,0,0,unfurnished,medium,high
2225,house,sector 63a,8.5,6,6,3+,Under Construction,,3132.0,,0,0,unfurnished,low,low
2226,flat,sector 66,2.4,3,2,3,Relatively New,1837.0,1700.0,1600.0,0,1,semi_furnished,high,medium
2227,flat,sector 113,1.5,2,2,2,New Property,1276.0,,,0,0,unfurnished,medium,high
2228,flat,sector 37d,0.98,3,3,3+,Relatively New,1770.0,1675.0,1400.0,0,0,unfurnished,high,medium
2229,flat,sector 65,2.29,2,2,3,Under Construction,,,1433.0,1,0,unfurnished,low,medium
2230,flat,sector 71,1.3,4,4,3,Moderately Old,2350.0,,,0,1,unfurnished,medium,medium
2231,flat,sector 63a,3.15,3,3,3,Under Construction,,,200.0,0,0,unfurnished,low,medium
2232,house,sector 50,5.88,3,9,3+,Relatively New,,2160.0,,1,1,furnished,medium,low
2233,flat,sector 99,1.6,3,4,0,,,2400.0,,0,0,unfurnished,medium,high
2234,flat,sohna road,0.24,1,1,1,Relatively New,,,340.13924000000003,0,0,unfurnished,medium,high
2235,flat,sector 54,5.75,3,4,3,Relatively New,2329.0,1900.0,1700.0,0,1,furnished,high,high
2236,house,sector 24,3.51,4,4,3,Under Construction,,2844.0,,1,1,semi_furnished,high,medium
2237,flat,sector 86,0.41,2,2,1,Relatively New,,,601.0,0,0,unfurnished,medium,low
2238,flat,sector 81,2.29,3,4,3+,Relatively New,2660.0,,2000.0,1,1,furnished,high,medium
2239,house,sector 66,9.01,4,4,3+,Relatively New,,5574.7,,0,1,unfurnished,medium,low
2240,flat,sector 89,1.25,3,3,2,New Property,,,1423.0,1,0,unfurnished,low,low
2241,house,sector 28,3.5,2,6,3,Relatively New,,1350.0,,0,0,unfurnished,low,low
2242,flat,sector 95,0.55,3,2,2,New Property,1000.0,,645.0,1,0,semi_furnished,medium,high
2243,flat,sector 103,1.05,2,2,3,Relatively New,,1365.0,900.0,0,0,semi_furnished,medium,low
2244,flat,sector 89,1.55,3,2,3,Moderately Old,1550.0,,,0,0,semi_furnished,medium,medium
2245,flat,sector 85,1.2,2,2,3,Relatively New,1640.0,1300.0,1000.0,0,0,semi_furnished,high,medium
2246,flat,sector 70,1.1,2,2,2,Relatively New,,,1300.0,0,0,unfurnished,medium,medium
2247,flat,sector 104,1.85,3,3,3+,Relatively New,2290.0,,,0,1,unfurnished,high,high
2248,flat,sector 10,1.1,3,3,3,Moderately Old,,,1650.0,0,0,unfurnished,low,low
2249,flat,sector 85,1.2,2,2,3+,Relatively New,1772.0,,1240.0,0,0,unfurnished,medium,medium
2250,flat,sector 102,1.26,2,2,2,Relatively New,1215.0,,,0,0,unfurnished,medium,medium
2251,flat,sector 107,0.28,2,2,2,Relatively New,,,489.0,0,0,unfurnished,low,high
2252,flat,sector 69,1.5,3,3,2,Relatively New,1578.0,,1400.0,0,0,semi_furnished,high,medium
2253,flat,sector 82,1.6,4,5,3+,Relatively New,2425.0,,,0,1,unfurnished,medium,medium
2254,house,sector 2,4.95,6,5,3+,Relatively New,,2430.0,,0,1,unfurnished,medium,low
2255,flat,sector 79,1.91,3,4,3+,Relatively New,2244.0,,,0,1,unfurnished,high,medium
2256,flat,sohna road,0.56,2,2,3,New Property,,,822.0,0,0,unfurnished,medium,low
2257,flat,sector 112,4.75,3,5,3+,Relatively New,3763.0,,,0,1,semi_furnished,low,medium
2258,house,sector 109,12.0,5,6,3,Relatively New,,7000.0,6000.0,1,1,semi_furnished,high,low
2259,house,sector 45,17.0,5,8,3+,Relatively New,,4500.0,,1,1,furnished,high,low
2260,flat,sector 102,0.95,2,2,2,,,915.0,858.0,0,0,unfurnished,low,high
2261,flat,sector 37,0.95,3,1,0,,,1820.0,,0,0,unfurnished,low,low
2262,flat,sector 79,1.4,2,2,2,,,,1400.0,1,1,furnished,medium,medium
2263,flat,sector 50,2.65,3,4,3+,Moderately Old,2480.0,2470.0,2000.0,0,1,semi_furnished,high,medium
2264,flat,sector 112,4.25,3,5,2,Relatively New,3763.0,3000.0,2800.0,0,1,unfurnished,medium,high
2265,flat,sector 48,5.15,3,3,3+,Moderately Old,2464.0,2364.0,2264.0,0,1,furnished,medium,medium
2266,house,sector 109,7.0,4,4,3+,Relatively New,,5400.0,,0,0,semi_furnished,medium,low
2267,flat,dwarka expressway,2.0,3,3,3,New Property,1500.0,,,0,0,unfurnished,low,medium
2268,flat,sector 83,1.75,3,3,3+,Relatively New,1900.0,,1240.04,0,1,unfurnished,medium,high
2269,flat,sector 92,0.78,2,2,2,New Property,1197.0,,,0,0,semi_furnished,low,low
2270,house,sohna road,0.5,2,1,2,Moderately Old,,900.0,,0,0,unfurnished,low,low
2271,flat,sector 104,2.6,3,4,3+,Relatively New,2450.0,,1715.0,1,1,unfurnished,medium,medium
2272,flat,sector 90,1.26,3,3,3,Relatively New,1702.0,,1500.0,0,0,semi_furnished,low,medium
2273,flat,sector 112,3.1,2,2,3,Relatively New,,,1500.0,1,1,semi_furnished,medium,medium
2274,flat,sector 67a,2.0,3,3,3,New Property,1750.0,,,1,0,unfurnished,low,high
2275,flat,sector 92,0.75,3,2,2,,,1556.0,1261.0,0,0,unfurnished,low,high
2276,flat,sector 104,0.49,3,2,2,Under Construction,745.0,,645.0,0,0,unfurnished,medium,medium
2277,flat,sohna road,0.26,2,2,1,Relatively New,,,481.684525,0,0,unfurnished,medium,medium
2278,flat,sector 63a,2.1,2,2,2,Under Construction,,,1260.0,0,0,unfurnished,low,low
2279,flat,sector 65,2.24,3,3,3,Relatively New,,,1650.0,1,1,unfurnished,low,low
2280,flat,sector 37d,1.55,3,3,3+,Relatively New,1811.0,,,0,0,unfurnished,medium,high
2281,flat,sector 85,1.8,3,3,3,Under Construction,,,127.3,0,0,unfurnished,low,high
2282,house,sector 47,4.6,2,6,3+,Moderately Old,,1728.0,,0,0,furnished,medium,medium
2283,house,sector 2,5.7,9,9,3+,Moderately Old,,2430.0,,0,0,semi_furnished,low,low
2284,flat,sector 36,0.42,2,2,1,,,,531.0,0,0,unfurnished,low,low
2285,flat,sector 103,1.35,3,3,3+,Relatively New,1790.0,,,1,0,semi_furnished,high,low
2286,flat,sector 85,1.04,2,3,3+,Relatively New,1741.0,,,0,0,unfurnished,medium,medium
2287,flat,sector 102,1.45,3,3,3,Relatively New,1650.0,,,0,1,unfurnished,high,medium
2288,flat,sector 61,1.5,2,2,2,Under Construction,,,1200.0,1,0,unfurnished,low,low
2289,flat,sector 37d,1.65,4,3,3+,Relatively New,2191.0,2091.0,1991.0,0,0,semi_furnished,medium,medium
2290,flat,sector 56,1.45,3,3,3+,Old Property,2000.0,1900.0,1800.0,1,1,unfurnished,high,medium
2291,flat,sector 65,4.95,3,3,3,Relatively New,3112.0,,,0,1,semi_furnished,medium,medium
2292,flat,sector 43,6.2,4,4,3+,Moderately Old,2997.0,,,0,1,unfurnished,low,medium
2293,flat,sector 81,0.65,2,2,2,Moderately Old,1225.0,,776.0,0,0,unfurnished,medium,high
2294,flat,sector 49,2.65,3,4,3,Moderately Old,2251.42,1750.75,,0,1,semi_furnished,medium,high
2295,flat,manesar,0.95,3,4,3,Moderately Old,2600.0,,1900.0,0,1,unfurnished,medium,medium
2296,flat,sector 113,1.5,2,2,2,New Property,,,1276.0,0,0,unfurnished,medium,high
2297,flat,sector 89,1.2,3,3,2,,,1423.0,920.0,0,0,unfurnished,low,low
2298,flat,sector 77,0.71,2,2,2,Relatively New,1342.0,,810.0,1,0,unfurnished,medium,medium
2299,flat,sector 69,1.78,4,4,2,Relatively New,2010.0,,,0,0,semi_furnished,high,medium
2300,house,sector 26,13.5,5,5,3+,Relatively New,,4518.0,,1,1,furnished,low,low
2301,house,sector 66,9.0,4,4,3+,Relatively New,,5200.0,4235.0,0,1,semi_furnished,medium,
2302,flat,sector 88,0.92,2,2,2,Relatively New,1350.0,1300.0,1250.0,0,0,unfurnished,high,low
2303,flat,sector 90,1.25,3,3,3+,Relatively New,1930.0,1929.0,1928.0,0,1,unfurnished,medium,medium
2304,house,sector 38,3.5,3,2,3,Moderately Old,,161.0,160.0,0,0,semi_furnished,medium,low
2305,house,sector 43,1.95,3,4,3+,New Property,,1935.0,,0,1,semi_furnished,medium,medium
2306,flat,sector 83,1.1,3,3,3,Relatively New,1735.0,,,0,1,semi_furnished,medium,high
2307,flat,sector 102,2.15,3,4,3+,Relatively New,2149.0,,,1,1,semi_furnished,medium,high
2308,flat,sector 50,1.14,2,2,2,Moderately Old,1336.0,1330.0,1100.0,0,0,semi_furnished,high,high
2309,flat,sector 33,1.45,3,2,3,Under Construction,1671.0,,,0,0,unfurnished,low,low
2310,flat,sector 109,1.4,3,3,3+,Relatively New,1750.0,,,0,0,unfurnished,medium,medium
2311,flat,sector 33,1.2,2,2,2,,,1492.0,849.0,0,0,unfurnished,medium,low
2312,flat,sector 88a,2.65,3,3,3+,New Property,,,124.0,0,0,unfurnished,medium,medium
2313,flat,sector 103,0.99,3,4,3+,Relatively New,1991.0,,1495.0,0,1,unfurnished,high,low
2314,flat,sector 24,14.0,4,5,3,,,700.0,,0,0,unfurnished,low,low
2315,flat,sector 57,1.12,2,2,1,Old Property,1050.0,,,0,0,unfurnished,medium,low
2316,house,sector 57,3.3,4,3,3+,Moderately Old,,1665.0,,1,1,unfurnished,high,low
2317,flat,sector 69,1.55,3,3,2,Relatively New,1578.0,,,0,0,semi_furnished,medium,low
2318,flat,sector 61,1.7,2,2,2,Under Construction,,,1150.0,0,0,unfurnished,low,medium
2319,flat,sector 95,0.45,2,2,2,New Property,,,569.0,0,0,semi_furnished,low,low
2320,flat,sector 109,1.35,3,2,3+,Relatively New,1880.0,,1128.0,0,0,unfurnished,medium,high
2321,flat,sector 102,1.35,3,4,3+,Relatively New,1650.0,1400.0,1250.0,0,1,semi_furnished,high,medium
2322,flat,sector 95,0.8,2,2,3,New Property,900.0,,550.0,1,0,unfurnished,medium,medium
2323,flat,sector 92,0.85,3,3,3,Relatively New,1990.0,,,0,0,unfurnished,medium,low
2324,flat,sector 90,1.99,4,4,3+,Relatively New,,,2727.0,0,1,semi_furnished,medium,medium
2325,flat,sector 109,1.7,3,3,3+,Relatively New,2545.0,,,0,1,unfurnished,high,medium
2326,flat,gwal pahari,1.5,4,4,3+,Moderately Old,2000.0,1850.0,1650.0,0,0,unfurnished,medium,medium
2327,flat,sector 37d,0.45,2,3,2,Under Construction,,,590.0,0,0,unfurnished,low,medium
2328,flat,sector 56,0.58,1,1,1,Old Property,,,605.0,0,0,unfurnished,medium,low
2329,flat,sector 90,0.5,2,2,1,New Property,700.0,,600.0,0,0,unfurnished,low,medium
2330,flat,sector 102,2.0,3,4,3+,Relatively New,2149.0,1900.0,1650.0,1,1,semi_furnished,high,high
2331,flat,sector 56,0.65,1,1,1,Moderately Old,,,755.0,0,0,unfurnished,medium,low
2332,flat,sohna road,0.42,2,2,1,New Property,,,531.0,0,0,unfurnished,medium,high
2333,flat,sector 95,0.82,2,2,3+,New Property,1400.0,,830.0,1,0,unfurnished,medium,high
2334,flat,sector 106,1.15,3,4,3,Relatively New,1900.0,1305.0,1173.0,1,1,unfurnished,low,medium
2335,flat,sector 22,4.3,3,4,3+,Relatively New,3090.0,2600.0,2100.0,0,1,furnished,medium,medium
2336,flat,sector 70a,2.5,3,3,3+,Relatively New,2150.0,,1350.0,0,0,semi_furnished,high,high
2337,flat,sector 103,1.65,3,3,3+,Relatively New,2000.0,,1400.0,1,0,unfurnished,low,high
2338,flat,sector 79,1.45,2,2,3+,Relatively New,1495.0,1494.0,,1,0,unfurnished,medium,medium
2339,flat,sector 4,0.21,1,1,1,Relatively New,,,450.0,0,0,unfurnished,low,low
2340,flat,sector 37,0.75,2,2,3+,,,1430.0,,0,0,unfurnished,medium,high
2341,flat,sector 83,1.48,3,3,3,Relatively New,1900.0,,1240.04,0,1,unfurnished,medium,medium
2342,flat,sector 48,5.0,3,4,3,Moderately Old,,,4300.0,0,0,unfurnished,medium,high
2343,flat,sector 28,2.2,3,4,3+,Moderately Old,,,1760.0,0,1,furnished,low,low
2344,flat,sohna road,0.85,2,2,3,New Property,1264.0,,730.0,0,0,unfurnished,medium,medium
2345,flat,sector 70,1.64,3,5,3,Relatively New,1950.0,,1161.0,0,1,unfurnished,medium,medium
2346,flat,sector 111,3.45,4,5,3+,Relatively New,2950.0,,,0,1,unfurnished,medium,medium
2347,flat,sector 37,0.9,3,3,3,Under Construction,1603.0,1500.0,,0,0,unfurnished,medium,low
2348,flat,sector 95,0.31,2,2,1,Relatively New,,,549.174178,0,0,semi_furnished,medium,medium
2349,flat,sohna road,0.46,2,2,2,Relatively New,950.0,800.0,700.0,0,0,furnished,medium,medium
2350,flat,sector 67,0.8,1,1,0,,,610.0,,0,0,unfurnished,low,low
2351,flat,sector 49,1.9,3,3,3,Moderately Old,,,1805.0,0,1,semi_furnished,medium,medium
2352,flat,sector 33,2.2,3,3,3,New Property,2100.0,,,0,1,semi_furnished,low,high
